time,open,high,low,close,tick_volume,actDir,actRisk,eReward,eAccBalance,eWins,eLosses,pType,pOpenPrice,pSLPrice,pTPPrice,pProfit
2023-08-25 15:00:00,1.82525,1.82619,1.82441,1.82554,2668,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 16:00:00,1.82553,1.82744,1.82409,1.82681,3767,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 17:00:00,1.82644,1.8305,1.82347,1.8275,9433,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 18:00:00,1.8275,1.82872,1.8242,1.82846,5891,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 19:00:00,1.82846,1.82853,1.82695,1.82809,3600,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 20:00:00,1.82806,1.82852,1.8268,1.8269,4359,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 21:00:00,1.8269,1.82748,1.82574,1.82624,2620,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 22:00:00,1.82624,1.8278,1.82623,1.82749,1762,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-25 23:00:00,1.82751,1.82899,1.82726,1.82829,1303,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-28 00:00:00,1.82648,1.82792,1.82606,1.82792,215,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-28 01:00:00,1.82876,1.82876,1.82712,1.8274,720,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-08-28 02:00:00,1.8274,1.8281,1.8264,1.8269,1135,-1.0,-1.0,0.0,10000.0,0,0,2,1.8269,1.8315,0.0,0.0
2023-08-28 03:00:00,1.8269,1.82744,1.82575,1.8264,2920,0.51185244,0.51185244,0.0,10000.0,0,0,2,1.8269,1.8315,0.0,0.0
2023-08-28 04:00:00,1.82642,1.82642,1.82382,1.82563,4460,-0.682261,-0.682261,0.0,10000.0,0,0,2,1.8269,1.8315,0.0,0.0
2023-08-28 05:00:00,1.82565,1.82665,1.82507,1.82579,2546,1.0,1.0,0.0,10149.59,1,0,0,0.0,0.0,0.0,149.59
2023-08-28 06:00:00,1.8258,1.82742,1.82542,1.82692,1605,-0.146726,-0.146726,0.0,10149.59,1,0,0,0.0,0.0,0.0,0.0
2023-08-28 07:00:00,1.82692,1.82724,1.82623,1.82657,1940,0.7232797,0.7232797,0.0,10149.59,1,0,1,1.82657,1.8245,0.0,0.0
2023-08-28 08:00:00,1.82657,1.82695,1.82517,1.82622,4224,1.0,1.0,0.0,10149.59,1,0,1,1.82657,1.8245,0.0,0.0
2023-08-28 09:00:00,1.82623,1.82841,1.82572,1.82803,3167,1.0,1.0,0.0,10149.59,1,0,1,1.82657,1.8245,0.0,0.0
2023-08-28 10:00:00,1.82803,1.83329,1.82784,1.83244,3136,0.8417164,0.8417164,0.0,10149.59,1,0,1,1.82657,1.8245,0.0,0.0
2023-08-28 11:00:00,1.83247,1.8328,1.82986,1.8299,2479,-1.0,-1.0,0.0,10854.0,2,0,0,0.0,0.0,0.0,704.41
2023-08-28 12:00:00,1.8299,1.83256,1.82966,1.83216,2741,-1.0,-1.0,0.0,10854.0,2,0,2,1.83216,1.8337,0.0,0.0
2023-08-28 13:00:00,1.83213,1.8335,1.83151,1.8317,3407,-0.1287151,-0.1287151,0.0,10854.0,2,0,2,1.83216,1.8337,0.0,0.0
2023-08-28 14:00:00,1.8317,1.8317,1.82866,1.82886,3544,-0.54778546,-0.54778546,0.0,10854.0,2,0,2,1.83216,1.8337,0.0,0.0
2023-08-28 15:00:00,1.8289,1.82908,1.8272,1.82832,4077,0.8578825,0.8578825,0.0,11276.66,3,0,0,0.0,0.0,0.0,422.66
2023-08-28 16:00:00,1.82832,1.82992,1.82765,1.8279,4540,1.0,1.0,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-28 17:00:00,1.8279,1.83056,1.8278,1.82957,4327,1.0,1.0,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-28 18:00:00,1.82951,1.83004,1.8282,1.8288,4038,1.0,1.0,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-28 19:00:00,1.8288,1.82888,1.82762,1.82798,3000,1.0,1.0,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-28 20:00:00,1.82793,1.83007,1.8279,1.82977,3141,1.0,1.0,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-28 21:00:00,1.82977,1.8303,1.8292,1.82936,3663,0.9755521,0.9755521,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-28 22:00:00,1.8294,1.82963,1.82861,1.82933,3308,0.4556306,0.4556306,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-28 23:00:00,1.82933,1.83077,1.82904,1.83041,3080,-0.069805816,-0.069805816,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-29 00:00:00,1.83028,1.83161,1.82883,1.83086,1445,-0.079624,-0.079624,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-29 01:00:00,1.831,1.83218,1.82959,1.83169,897,-0.0050878525,-0.0050878525,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-29 02:00:00,1.83169,1.83277,1.83141,1.83248,660,1.0,1.0,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-29 03:00:00,1.83249,1.83375,1.83158,1.83299,2771,0.5838261,0.5838261,0.0,11276.66,3,0,1,1.8279,1.8264,0.0,0.0
2023-08-29 04:00:00,1.83299,1.83355,1.8309,1.83225,2787,-1.0,-1.0,0.0,11955.5,4,0,0,0.0,0.0,0.0,678.84
2023-08-29 05:00:00,1.83225,1.8323,1.8294,1.82986,2055,-1.0,-1.0,0.0,11955.5,4,0,2,1.82986,1.8319,0.0,0.0
2023-08-29 06:00:00,1.82986,1.83008,1.82777,1.82893,2732,-1.0,-1.0,0.0,11955.5,4,0,2,1.82986,1.8319,0.0,0.0
2023-08-29 07:00:00,1.82893,1.82961,1.82787,1.82789,967,-0.9559829,-0.9559829,0.0,11955.5,4,0,2,1.82986,1.8319,0.0,0.0
2023-08-29 08:00:00,1.82788,1.82873,1.82646,1.82749,2800,-0.052915037,-0.052915037,0.0,11955.5,4,0,2,1.82986,1.8319,0.0,0.0
2023-08-29 09:00:00,1.82749,1.82749,1.82416,1.8243,3255,1.0,1.0,0.0,12289.6,5,0,0,0.0,0.0,0.0,334.1
2023-08-29 10:00:00,1.82433,1.82729,1.82393,1.82728,4327,-1.0,-1.0,0.0,12289.6,5,0,2,1.82728,1.8288,0.0,0.0
2023-08-29 11:00:00,1.82733,1.82755,1.8248,1.8265,3465,-1.0,-1.0,0.0,12289.6,5,0,2,1.82728,1.8288,0.0,0.0
